Datetime,Close,High,Low,Open,Volume,symbol
,AAPL,AAPL,AAPL,AAPL,AAPL,
2025-09-22 13:30:00+00:00,252.67160034179688,252.73500061035156,248.1699981689453,248.33999633789062,27825122,AAPL
2025-09-22 14:30:00+00:00,255.789794921875,256.0799865722656,252.0800018310547,252.66000366210938,16983776,AAPL
2025-09-22 15:30:00+00:00,253.72000122070312,256.6300048828125,253.5800018310547,255.77000427246094,16047694,AAPL
2025-09-22 16:30:00+00:00,254.5928955078125,254.72999572753906,253.16000366210938,253.72999572753906,8453992,AAPL
2025-09-22 17:30:00+00:00,255.24000549316406,255.25999450683594,253.89999389648438,254.5800018310547,5242129,AAPL
2025-09-22 18:30:00+00:00,255.7899932861328,256.05999755859375,254.7346954345703,255.2449951171875,8214973,AAPL
2025-09-22 19:30:00+00:00,256.0899963378906,256.260009765625,255.61500549316406,255.80499267578125,9091926,AAPL
2025-09-23 13:30:00+00:00,256.6173095703125,257.3399963378906,255.27999877929688,255.875,11263642,AAPL
2025-09-23 14:30:00+00:00,256.1000061035156,256.70001220703125,255.00999450683594,256.6099853515625,5490061,AAPL
2025-09-23 15:30:00+00:00,255.72689819335938,256.2099914550781,255.35000610351562,256.1300048828125,3232527,AAPL
2025-09-23 16:30:00+00:00,254.6699981689453,255.85000610351562,254.39999389648438,255.7200927734375,2847437,AAPL
2025-09-23 17:30:00+00:00,254.63999938964844,254.96099853515625,253.92999267578125,254.66000366210938,3617163,AAPL
2025-09-23 18:30:00+00:00,254.16990661621094,254.83999633789062,253.58999633789062,254.63999938964844,17356326,AAPL
2025-09-23 19:30:00+00:00,254.52999877929688,254.52999877929688,253.6699981689453,254.16000366210938,5076635,AAPL
2025-09-24 13:30:00+00:00,252.6219940185547,255.72999572753906,252.0800018310547,255.22000122070312,6502958,AAPL
2025-09-24 14:30:00+00:00,252.1199951171875,252.99000549316406,251.5399932861328,252.625,3291728,AAPL
2025-09-24 15:30:00+00:00,252.1649932861328,252.25999450683594,251.0399932861328,252.1199951171875,3045221,AAPL
2025-09-24 16:30:00+00:00,251.49000549316406,252.25999450683594,251.33999633789062,252.17140197753906,1637321,AAPL
2025-09-24 17:30:00+00:00,251.76499938964844,252.11000061035156,251.27999877929688,251.51499938964844,1622724,AAPL
2025-09-24 18:30:00+00:00,251.38999938964844,251.7899932861328,251.24000549316406,251.75,1680916,AAPL
2025-09-24 19:30:00+00:00,252.24000549316406,252.49000549316406,251.2899932861328,251.38999938964844,2697400,AAPL
2025-09-25 13:30:00+00:00,254.0,254.2899932861328,251.71200561523438,253.2050018310547,8503081,AAPL
2025-09-25 14:30:00+00:00,253.50010681152344,254.1387939453125,253.02999877929688,254.00010681152344,3154957,AAPL
2025-09-25 15:30:00+00:00,252.53030395507812,253.91000366210938,252.3000030517578,253.50010681152344,2473004,AAPL
2025-09-25 16:30:00+00:00,253.5,253.8800048828125,252.5,252.5399932861328,2502302,AAPL
2025-09-25 17:30:00+00:00,254.55999755859375,254.58999633789062,252.85000610351562,253.49000549316406,2634795,AAPL
2025-09-25 18:30:00+00:00,256.9599914550781,257.1700134277344,254.22999572753906,254.5500030517578,7107739,AAPL
2025-09-25 19:30:00+00:00,256.94000244140625,257.1099853515625,255.4199981689453,256.95001220703125,4610669,AAPL
2025-09-26 13:30:00+00:00,255.02000427246094,256.6000061035156,253.77999877929688,254.1300048828125,8034498,AAPL
2025-09-26 14:30:00+00:00,255.9700927734375,255.99000549316406,254.57119750976562,255.02000427246094,3714841,AAPL
2025-09-26 15:30:00+00:00,255.6649932861328,256.0400085449219,254.86000061035156,255.97000122070312,2276774,AAPL
2025-09-26 16:30:00+00:00,256.5199890136719,256.9750061035156,255.47999572753906,255.66000366210938,2086042,AAPL
2025-09-26 17:30:00+00:00,256.55499267578125,257.3599853515625,255.86000061035156,256.5199890136719,2653513,AAPL
2025-09-26 18:30:00+00:00,255.64500427246094,256.7298889160156,255.49000549316406,256.56500244140625,2089315,AAPL
2025-09-26 19:30:00+00:00,255.4600067138672,255.64979553222656,254.89999389648438,255.63999938964844,3021515,AAPL
2025-09-29 13:30:00+00:00,254.2198944091797,254.7899932861328,253.00999450683594,254.63999938964844,6306062,AAPL
2025-09-29 14:30:00+00:00,253.47000122070312,254.24000549316406,253.30999755859375,254.2050018310547,2834864,AAPL
2025-09-29 15:30:00+00:00,253.66000366210938,254.07000732421875,253.1199951171875,253.4665069580078,2275242,AAPL
2025-09-29 16:30:00+00:00,253.39999389648438,253.7799072265625,253.2100067138672,253.6699981689453,1744854,AAPL
2025-09-29 17:30:00+00:00,254.57000732421875,254.61500549316406,253.1300048828125,253.38999938964844,2297052,AAPL
2025-09-29 18:30:00+00:00,253.99000549316406,254.60000610351562,253.61000061035156,254.57000732421875,2057798,AAPL
2025-09-29 19:30:00+00:00,254.35000610351562,254.8300018310547,253.94000244140625,253.99000549316406,2513071,AAPL
2025-09-30 13:30:00+00:00,254.88619995117188,255.91900634765625,253.9600067138672,254.8249969482422,5093340,AAPL
2025-09-30 14:30:00+00:00,254.22000122070312,255.6750030517578,253.82009887695312,254.91000366210938,2465164,AAPL
2025-09-30 15:30:00+00:00,254.53509521484375,254.97000122070312,254.16009521484375,254.2100067138672,1531480,AAPL
2025-09-30 16:30:00+00:00,253.73500061035156,254.6699981689453,253.31170654296875,254.55059814453125,1623333,AAPL
2025-09-30 17:30:00+00:00,253.33999633789062,253.99000549316406,253.11000061035156,253.75999450683594,1664288,AAPL
2025-09-30 18:30:00+00:00,253.9499969482422,254.24000549316406,253.27099609375,253.33999633789062,2061307,AAPL
2025-09-30 19:30:00+00:00,254.55999755859375,255.17999267578125,253.80999755859375,253.9600067138672,3030681,AAPL
2025-10-01 13:30:00+00:00,256.1614074707031,258.7900085449219,254.9499969482422,255.0399932861328,9677443,AAPL
2025-10-01 14:30:00+00:00,255.52450561523438,256.2590026855469,255.10000610351562,256.17999267578125,2972074,AAPL
2025-10-01 15:30:00+00:00,256.1600036621094,256.9200134277344,255.50999450683594,255.5301055908203,2338742,AAPL
2025-10-01 16:30:00+00:00,256.1404113769531,256.8298034667969,255.85499572753906,256.1636047363281,1826687,AAPL
2025-10-01 17:30:00+00:00,256.4849853515625,256.6859130859375,256.05999755859375,256.1650085449219,10115926,AAPL
2025-10-01 18:30:00+00:00,255.94000244140625,256.94000244140625,255.8699951171875,256.4800109863281,2751615,AAPL
2025-10-01 19:30:00+00:00,255.41000366210938,256.1400146484375,255.27999877929688,255.94000244140625,4879162,AAPL
2025-10-02 13:30:00+00:00,256.2200927734375,257.2349853515625,254.14999389648438,256.5899963378906,11570169,AAPL
2025-10-02 14:30:00+00:00,257.1650085449219,257.6400146484375,255.97000122070312,256.2300109863281,4800305,AAPL
2025-10-02 15:30:00+00:00,257.3450012207031,258.17999267578125,256.72100830078125,257.1499938964844,4388406,AAPL
2025-10-02 16:30:00+00:00,257.4100036621094,257.8226013183594,257.1138916015625,257.3450012207031,2290319,AAPL
2025-10-02 17:30:00+00:00,257.8800048828125,257.9100036621094,257.0299987792969,257.3900146484375,2476632,AAPL
2025-10-02 18:30:00+00:00,257.510009765625,258.1600036621094,257.375,257.8699951171875,4612702,AAPL
2025-10-02 19:30:00+00:00,257.1400146484375,257.875,256.8800048828125,257.510009765625,5100991,AAPL
2025-10-03 13:30:00+00:00,257.8500061035156,259.0400085449219,253.9600067138672,254.6649932861328,16311886,AAPL
2025-10-03 14:30:00+00:00,258.510009765625,258.739990234375,257.5199890136719,257.8599853515625,4452948,AAPL
2025-10-03 15:30:00+00:00,258.5487060546875,259.239990234375,258.2571105957031,258.4930114746094,4828730,AAPL
2025-10-03 16:30:00+00:00,258.30999755859375,258.92999267578125,258.1199951171875,258.5400085449219,3408741,AAPL
